created_at,user_ID,review_ID,latitude,longitude,location_ID,friend_count,follower_count,sad,happy,surprise,disgust,joy
Sat Feb 01 03:15:41 +0000 2020,50978,11389,37.42035627,-122.2046399,13370,#####,##########,0.431,0.358,0.44,0.375,0.187
Sat Feb 01 03:02:30 +0000 2020,118315,11390,37.42048598,-122.2112754,49555,######,###########,0.566,0.364,0.434,0.336,0.345
Sat Feb 01 02:20:17 +0000 2020,16947,11391,37.77107093,-122.4941683,87399,######,###########,0.454,0.458,0.527,0.425,0.281
Sat Feb 01 02:50:05 +0000 2020,25621,11392,37.76518866,-122.4185836,384161,######,##########,0.536,0.381,0.463,0.374,0.354
Sat Feb 01 02:44:38 +0000 2020,105070,11393,37.76637952,-122.418705,685357,#####,###########,0.413,0.445,0.723,0.485,0.231
Sat Feb 01 02:17:05 +0000 2020,141869,11394,37.7664043,-122.4176231,541368,######,##########,0.288,0.624,0.532,0.554,0.141
Sat Feb 01 02:00:22 +0000 2020,46147,11395,37.76717923,-122.4176533,44569,#####,#####################,0.553,0.332,0.443,0.298,0.363
Sat Feb 01 02:21:29 +0000 2020,28464,11396,37.75404248,-122.4186577,336710,####,###########,0.498,0.382,0.505,0.366,0.305
Sat Feb 01 02:35:18 +0000 2020,64186,11397,37.75402355,-122.4186912,360529,#####,###########,0.613,0.348,0.293,0.311,0.433
Sat Feb 01 02:37:23 +0000 2020,44016,11398,37.75357787,-122.4186735,36944,######,##########,0.464,0.398,0.517,0.464,0.257
Sat Feb 01 02:15:02 +0000 2020,147405,11399,37.75376452,-122.4184717,389999,######,#####################,0.41,0.494,0.459,0.401,0.256
Sat Feb 01 02:13:42 +0000 2020,94044,11400,37.75357402,-122.4185818,30657,######,####################,0.541,0.373,0.349,0.333,0.368
Sat Feb 01 02:38:28 +0000 2020,48585,11401,37.75454492,-122.4185865,154357,######,############,0.568,0.379,0.405,0.372,0.342
Sat Feb 01 02:14:29 +0000 2020,19632,11402,37.75408812,-122.4186772,39080,#####,############,0.47,0.402,0.395,0.416,0.338
Sat Feb 01 02:30:48 +0000 2020,94740,11403,37.75536515,-122.4196406,52300,######,#####################,0.375,0.459,0.462,0.398,0.228
Sat Feb 01 02:40:56 +0000 2020,52488,11404,37.75290291,-122.4083912,17666,######,###########,0.457,0.523,0.478,0.389,0.244
Sat Feb 01 03:13:05 +0000 2020,56382,11405,37.76637952,-122.418705,685357,######,#####################,0.518,0.374,0.468,0.362,0.288
Sat Feb 01 02:54:46 +0000 2020,24222,11406,37.76717923,-122.4176533,44569,######,############,0.522,0.357,0.443,0.333,0.326
Sat Feb 01 02:06:47 +0000 2020,46311,11407,37.58967782,-122.4015638,757695,######,###########,0.442,0.46,0.475,0.48,0.229
Sat Feb 01 02:22:08 +0000 2020,64134,11408,37.57812437,-122.3470767,616118,#####,######################,0.478,0.466,0.465,0.386,0.268
Sat Feb 01 03:14:21 +0000 2020,122138,11409,37.57837522,-122.347246,94835,#####,##########,0.446,0.458,0.441,0.461,0.226
Sat Feb 01 02:12:09 +0000 2020,7586,11410,37.57956958,-122.3475734,659897,######,###########,0.501,0.387,0.345,0.387,0.302
Sat Feb 01 02:02:33 +0000 2020,66681,11411,37.58029303,-122.3466302,205444,#####,##########,0.461,0.43,0.497,0.423,0.32
Sat Feb 01 02:49:06 +0000 2020,6820,11412,37.57956477,-122.3466033,319293,#####,############,0.371,0.468,0.397,0.457,0.197
Sat Feb 01 02:36:31 +0000 2020,144162,11413,37.58016958,-122.3475112,335096,######,#####################,0.518,0.339,0.403,0.344,0.337
Sat Feb 01 02:10:00 +0000 2020,32489,11414,37.58006022,-122.3471048,171153,######,#####################,0.498,0.432,0.422,0.411,0.341
Sat Feb 01 01:53:05 +0000 2020,106562,11415,37.78652992,-122.4301208,280207,######,##########,0.51,0.374,0.519,0.396,0.378
Sat Feb 01 01:52:55 +0000 2020,38369,11416,37.61328168,-122.4867597,183875,######,############,0.511,0.408,0.441,0.387,0.347
Sat Feb 01 02:27:10 +0000 2020,22993,11417,37.61350692,-122.4871151,71804,######,###########,0.413,0.461,0.444,0.461,0.142
Sat Feb 01 01:53:32 +0000 2020,86673,11418,37.61343041,-122.487385,51852,######,#####################,0.444,0.469,0.542,0.405,0.246
Sat Feb 01 02:47:53 +0000 2020,9124,11419,37.61313198,-122.4879456,10239,#####,############,0.427,0.442,0.586,0.452,0.234
Sat Feb 01 02:33:05 +0000 2020,5122,11420,37.61214442,-122.4894442,747896,#####,##########,0.612,0.348,0.367,0.292,0.482
Sat Feb 01 02:48:48 +0000 2020,49886,11421,37.42522822,-122.1458828,33210,#####,###########,0.47,0.39,0.414,0.406,0.251
Sat Feb 01 02:07:57 +0000 2020,163647,11422,37.42529043,-122.1457369,710198,#####,#####################,0.322,0.576,0.468,0.479,0.187
Sat Feb 01 02:54:37 +0000 2020,141093,11423,37.42594087,-122.1464288,502780,#####,###########,0.52,0.381,0.446,0.34,0.339
Sat Feb 01 02:41:55 +0000 2020,39468,11424,37.68276628,-122.4877574,304063,#####,#####################,0.396,0.464,0.572,0.47,0.235
Sat Feb 01 02:10:15 +0000 2020,45560,11425,37.41612483,-122.1491576,64128,#####,###########,0.525,0.352,0.46,0.369,0.363
Sat Feb 01 02:09:55 +0000 2020,104484,11426,37.41640936,-122.1477407,217545,#####,###########,0.523,0.344,0.484,0.351,0.302
Sat Feb 01 01:57:04 +0000 2020,14875,11427,37.41640936,-122.1477407,217545,#####,#####################,0.398,0.436,0.517,0.477,0.218
Sat Feb 01 02:11:31 +0000 2020,87344,11428,37.41612483,-122.1491576,64128,######,##########,0.422,0.336,0.485,0.416,0.292
Sat Feb 01 01:58:05 +0000 2020,145086,11429,37.41698235,-122.1507484,330311,######,######################,0.522,0.358,0.495,0.378,0.333
Sat Feb 01 01:33:54 +0000 2020,5317,11430,37.68260112,-122.4873169,36253,#####,#####################,0.514,0.425,0.494,0.39,0.35
Sat Feb 01 00:56:15 +0000 2020,25593,11431,37.68276628,-122.4877574,304063,#####,##########,0.546,0.391,0.345,0.314,0.36
Sat Feb 01 01:44:46 +0000 2020,124540,11432,37.77645825,-122.4618255,584692,#####,############,0.425,0.412,0.4,0.39,0.274
Sat Feb 01 01:29:34 +0000 2020,163574,11433,37.77707848,-122.4605706,281142,#####,######################,0.515,0.296,0.35,0.282,0.323
Sat Feb 01 01:10:21 +0000 2020,38,11434,37.73581623,-122.5029874,11088,######,#####################,0.421,0.484,0.497,0.468,0.282
Sat Feb 01 01:11:18 +0000 2020,58123,11435,37.41640936,-122.1477407,217545,#####,############,0.528,0.384,0.45,0.382,0.33
Sat Feb 01 01:18:30 +0000 2020,2676,11436,37.68279813,-122.4885833,165076,#####,######################,0.512,0.326,0.444,0.374,0.271
Sat Feb 01 01:17:22 +0000 2020,43,11437,37.6821477,-122.4874218,293974,#####,##########,0.434,0.405,0.588,0.43,0.282
Sat Feb 01 01:17:01 +0000 2020,48605,11438,37.68263245,-122.48806,239283,#####,#####################,0.401,0.518,0.48,0.447,0.163
Sat Feb 01 01:00:54 +0000 2020,83406,11439,37.68269618,-122.4878947,304069,######,##########,0.507,0.41,0.376,0.396,0.298
Sat Feb 01 00:56:24 +0000 2020,26942,11440,37.68260112,-122.4873169,36253,#####,###########,0.452,0.442,0.421,0.374,0.23
Sat Feb 01 01:19:29 +0000 2020,41619,11441,37.68276628,-122.4877574,304063,######,#####################,0.402,0.475,0.569,0.409,0.282
Sat Feb 01 01:40:09 +0000 2020,60138,11442,37.41686195,-122.1508257,377412,#####,###########,0.356,0.525,0.568,0.507,0.316
Sat Feb 01 01:04:47 +0000 2020,33518,11443,37.41575693,-122.1506238,38989,#####,###########,0.425,0.508,0.55,0.449,0.264
Sat Feb 01 01:11:49 +0000 2020,33003,11444,37.4287252,-122.1433018,79958,#####,###########,0.389,0.479,0.532,0.44,0.226
Sat Feb 01 01:14:33 +0000 2020,125340,11445,37.4282894,-122.1431382,101329,#####,##########,0.52,0.436,0.373,0.351,0.32
Sat Feb 01 01:23:55 +0000 2020,50984,11446,37.42835936,-122.1430527,617585,#####,###########,0.367,0.5,0.468,0.467,0.24
Sat Feb 01 01:24:54 +0000 2020,69974,11447,37.41612483,-122.1491576,64128,#####,###########,0.321,0.532,0.584,0.539,0.228
Sat Feb 01 01:19:54 +0000 2020,29106,11448,37.41640936,-122.1477407,217545,#####,##########,0.341,0.522,0.664,0.537,0.197
Sat Feb 01 01:11:05 +0000 2020,30213,11449,37.77635426,-122.4425563,563011,###,############,0.5,0.366,0.384,0.35,0.303
Sat Feb 01 01:24:40 +0000 2020,60107,11450,37.77656677,-122.4413025,136140,#####,###########,0.403,0.409,0.578,0.468,0.211
Sat Feb 01 01:48:29 +0000 2020,103963,11451,37.77745277,-122.4419057,430507,#####,##########,0.592,0.377,0.437,0.349,0.432
Sat Feb 01 01:11:09 +0000 2020,161441,11452,37.77750973,-122.441483,242841,######,############,0.546,0.345,0.332,0.329,0.416
Sat Feb 01 00:55:12 +0000 2020,94249,11453,37.77741175,-122.4415417,411139,#####,##########,0.459,0.497,0.585,0.468,0.291
Sat Feb 01 01:03:33 +0000 2020,63413,11454,37.77719933,-122.4414314,223090,######,##########,0.484,0.41,0.366,0.347,0.278
Sat Feb 01 01:19:51 +0000 2020,12358,11455,37.77655362,-122.4416614,14522,######,#########,0.533,0.388,0.358,0.379,0.36
Sat Feb 01 01:20:53 +0000 2020,104890,11456,37.41640936,-122.1477407,217545,#####,#####################,0.483,0.43,0.459,0.397,0.338
Sat Feb 01 01:39:48 +0000 2020,32439,11457,37.68276628,-122.4877574,304063,#####,##########,0.498,0.441,0.465,0.42,0.267
Sat Feb 01 01:14:31 +0000 2020,158444,11458,37.73589497,-122.5030553,31098,#####,##########,0.509,0.289,0.428,0.312,0.288
Sat Feb 01 01:26:25 +0000 2020,31200,11459,37.73550663,-122.5030089,63209,######,##########,0.489,0.36,0.516,0.413,0.271
Sat Feb 01 01:43:39 +0000 2020,72918,11460,37.73581623,-122.5029874,11088,#####,######################,0.482,0.465,0.507,0.405,0.313
Sat Feb 01 01:51:48 +0000 2020,72327,11461,37.70022688,-122.4823568,21273,######,###########,0.468,0.405,0.482,0.415,0.31
Sat Feb 01 00:51:46 +0000 2020,40349,11462,37.69827108,-122.4813543,479150,#####,##########,0.427,0.406,0.476,0.422,0.27
Sat Feb 01 01:01:11 +0000 2020,96878,11463,37.69784837,-122.4830197,607318,#####,##########,0.389,0.464,0.418,0.417,0.256
Sat Feb 01 01:30:38 +0000 2020,99554,11464,37.69739322,-122.4844519,584321,#####,##########,0.349,0.53,0.554,0.493,0.229
Sat Feb 01 01:11:51 +0000 2020,96843,11465,37.6971666,-122.4850166,86804,######,#####################,0.666,0.36,0.327,0.292,0.455
Sat Feb 01 01:05:39 +0000 2020,28376,11466,37.69566292,-122.4913794,633032,####,###########,0.473,0.374,0.473,0.4,0.323
Sat Feb 01 01:46:07 +0000 2020,27079,11467,37.68276628,-122.4877574,304063,######,##########,0.387,0.497,0.581,0.508,0.161
Sat Feb 01 00:57:23 +0000 2020,71238,11468,37.69566292,-122.4913794,633032,######,###########,0.453,0.405,0.581,0.441,0.278
Sat Feb 01 01:48:00 +0000 2020,76124,11469,37.69739322,-122.4844519,584321,#####,###########,0.441,0.394,0.519,0.416,0.264
Sat Feb 01 00:49:21 +0000 2020,6711,11470,37.70181565,-122.4841694,637591,#####,#####################,0.486,0.431,0.5,0.355,0.308
Sat Feb 01 01:31:24 +0000 2020,47387,11471,37.70137667,-122.4848342,608065,######,###########,0.531,0.435,0.441,0.405,0.387
Sat Feb 01 01:45:42 +0000 2020,50795,11472,37.78712975,-122.4062455,275078,######,##########,0.461,0.363,0.391,0.415,0.279
Sat Feb 01 01:43:05 +0000 2020,140688,11473,37.78704577,-122.4062586,320998,####,##########,0.449,0.47,0.6,0.447,0.209
Sat Feb 01 00:57:39 +0000 2020,7071,11474,37.78655265,-122.4055477,614594,#####,############,0.421,0.49,0.439,0.414,0.266
Sat Feb 01 00:48:49 +0000 2020,73068,11475,37.78676497,-122.4060983,519077,#####,##########,0.523,0.372,0.392,0.36,0.369
Sat Feb 01 01:34:05 +0000 2020,88083,11476,37.78674942,-122.4060811,681317,#####,#####################,0.408,0.484,0.614,0.489,0.196
Sat Feb 01 01:03:29 +0000 2020,58603,11477,37.78693002,-122.4060442,682063,######,###########,0.565,0.384,0.43,0.326,0.361
Sat Feb 01 01:01:07 +0000 2020,89778,11478,37.78704137,-122.4057874,51542,######,##########,0.514,0.451,0.452,0.337,0.323
Sat Feb 01 01:41:03 +0000 2020,80260,11479,37.79169327,-122.4035525,503233,#####,##########,0.375,0.543,0.516,0.48,0.234
Sat Feb 01 00:46:40 +0000 2020,31866,11480,37.79005368,-122.4069912,331688,######,##########,0.446,0.489,0.442,0.4,0.211
Sat Feb 01 00:56:47 +0000 2020,48188,11481,37.79024982,-122.4073827,38126,#####,############,0.41,0.552,0.547,0.459,0.326
Sat Feb 01 01:19:26 +0000 2020,103542,11482,37.78859148,-122.4092795,22719,#####,###########,0.419,0.404,0.593,0.452,0.226
Sat Feb 01 01:46:35 +0000 2020,68825,11483,37.79001453,-122.408638,351407,#####,##########,0.357,0.49,0.522,0.418,0.187
Sat Feb 01 01:12:03 +0000 2020,11605,11484,37.78928537,-122.4089813,353599,#####,######################,0.533,0.34,0.446,0.341,0.347
Sat Feb 01 00:53:44 +0000 2020,25040,11485,37.78962462,-122.4086535,152594,#####,##########,0.422,0.461,0.54,0.458,0.284
Sat Feb 01 01:38:12 +0000 2020,81360,11486,37.79000294,-122.4080557,384350,#####,#####################,0.428,0.463,0.42,0.415,0.205
Sat Feb 01 00:56:14 +0000 2020,46962,11487,37.7901841,-122.4085522,326913,#####,##########,0.422,0.481,0.393,0.417,0.216
Sat Feb 01 01:13:41 +0000 2020,38722,11488,37.78957563,-122.407555,16005,#####,##########,0.54,0.422,0.359,0.34,0.371
Sat Feb 01 01:42:31 +0000 2020,120635,11489,37.78936678,-122.408813,551770,######,###########,0.477,0.313,0.443,0.364,0.219
Sat Feb 01 00:47:16 +0000 2020,47331,11490,37.78906492,-122.4087667,179000,######,#####################,0.516,0.308,0.399,0.313,0.333
Sat Feb 01 01:26:30 +0000 2020,85720,11491,37.78946342,-122.4083376,188750,######,##########,0.494,0.49,0.398,0.371,0.323
Sat Feb 01 01:05:13 +0000 2020,146485,11492,37.78899855,-122.4083759,680659,#####,######################,0.53,0.33,0.485,0.402,0.322
Sat Feb 01 01:42:23 +0000 2020,59399,11493,37.78901829,-122.4083215,129658,#####,#####################,0.423,0.476,0.583,0.469,0.236
Sat Feb 01 00:57:13 +0000 2020,32233,11494,37.7892777,-122.4082823,97132,#####,##########,0.402,0.49,0.623,0.528,0.207
Sat Feb 01 00:47:36 +0000 2020,22021,11495,37.78925507,-122.4084873,153353,#####,###########,0.42,0.445,0.458,0.408,0.266
Sat Feb 01 01:00:04 +0000 2020,38220,11496,37.78878021,-122.4084484,85656,####,######################,0.374,0.528,0.521,0.456,0.225
Sat Feb 01 01:00:46 +0000 2020,71167,11497,37.78894115,-122.4085081,126394,######,##########,0.345,0.501,0.471,0.468,0.178
Sat Feb 01 00:58:34 +0000 2020,54143,11498,37.78921366,-122.4085442,414787,######,##########,0.533,0.421,0.342,0.307,0.356
Sat Feb 01 01:05:22 +0000 2020,8900,11499,37.78872577,-122.4083698,24329,#####,##########,0.434,0.486,0.56,0.479,0.235
Fri Jan 31 23:32:43 +0000 2020,17031,11500,37.78942102,-122.4088097,288046,######,######################,0.416,0.487,0.479,0.442,0.242
Fri Jan 31 23:43:21 +0000 2020,6206,11501,37.78631777,-122.4084342,40476,#####,###########,0.43,0.44,0.567,0.439,0.242
Sat Feb 01 00:25:45 +0000 2020,76129,11502,37.78623127,-122.4085837,309718,####,##########,0.449,0.469,0.451,0.395,0.245
Fri Jan 31 23:43:23 +0000 2020,32980,11503,37.7864768,-122.408488,678340,####,###########,0.46,0.402,0.561,0.434,0.293
Sat Feb 01 00:12:47 +0000 2020,8471,11504,37.78641663,-122.4091056,48031,######,##########,0.448,0.461,0.495,0.42,0.32
Fri Jan 31 23:41:35 +0000 2020,113485,11505,37.78616515,-122.4086916,83235,####,#####################,0.552,0.357,0.47,0.325,0.371
Fri Jan 31 23:49:15 +0000 2020,27282,11506,37.78666541,-122.4068892,280917,######,###########,0.459,0.466,0.436,0.497,0.315
Fri Jan 31 23:32:53 +0000 2020,77871,11507,37.78633473,-122.4062347,188615,######,###########,0.427,0.511,0.477,0.485,0.194
Sat Feb 01 00:44:56 +0000 2020,51154,11508,37.78582599,-122.4065191,14710,#####,############,0.507,0.352,0.381,0.381,0.372
Sat Feb 01 00:23:59 +0000 2020,5473,11509,37.75283217,-122.4253089,469618,#####,###########,0.494,0.447,0.374,0.347,0.299
Sat Feb 01 00:12:56 +0000 2020,80365,11510,37.76637952,-122.418705,685357,######,############,0.551,0.363,0.409,0.341,0.326
Fri Jan 31 23:37:56 +0000 2020,102873,11511,37.7664043,-122.4176231,541368,######,##########,0.378,0.481,0.54,0.389,0.25
Fri Jan 31 23:56:36 +0000 2020,84538,11512,37.76717923,-122.4176533,44569,######,##########,0.605,0.3,0.361,0.331,0.382
Fri Jan 31 23:33:44 +0000 2020,33413,11513,37.72642647,-122.4429659,19087,#####,###########,0.456,0.419,0.512,0.417,0.282
Sat Feb 01 00:43:38 +0000 2020,47164,11514,37.7291634,-122.4444436,614819,####,##########,0.499,0.376,0.462,0.342,0.318
Sat Feb 01 00:12:31 +0000 2020,134516,11515,37.70579397,-122.4692199,27119,#####,############,0.359,0.561,0.494,0.497,0.211
Sat Feb 01 00:05:17 +0000 2020,108726,11516,37.68260112,-122.4873169,36253,#####,##########,0.588,0.328,0.396,0.341,0.452
Fri Jan 31 23:41:34 +0000 2020,63008,11517,37.61169025,-122.4356747,254691,#####,#####################,0.426,0.49,0.469,0.415,0.256
Fri Jan 31 23:57:08 +0000 2020,20897,11518,37.41640936,-122.1477407,217545,######,###########,0.407,0.458,0.545,0.455,0.225
Sat Feb 01 00:39:43 +0000 2020,31055,11519,37.42084115,-122.1498697,422657,#####,###########,0.35,0.48,0.463,0.445,0.183
Fri Jan 31 23:52:38 +0000 2020,101906,11520,37.4243059,-122.1464127,156344,#####,###########,0.416,0.481,0.424,0.396,0.25
Fri Jan 31 23:37:29 +0000 2020,58145,11521,37.42549743,-122.1471548,33240,#####,###########,0.395,0.474,0.505,0.478,0.222
Sat Feb 01 00:12:48 +0000 2020,9330,11522,37.42816985,-122.1494258,150394,######,##########,0.346,0.487,0.569,0.509,0.146
Sat Feb 01 00:12:47 +0000 2020,73481,11523,37.43169833,-122.1551026,682984,######,##########,0.376,0.505,0.508,0.424,0.23
Fri Jan 31 23:47:19 +0000 2020,91793,11524,37.43342297,-122.1575618,88055,######,#####################,0.562,0.352,0.401,0.308,0.366
Sat Feb 01 00:26:02 +0000 2020,44153,11525,37.4368647,-122.1596432,26286,###,###########,0.397,0.464,0.524,0.458,0.249
Sat Feb 01 00:15:08 +0000 2020,158265,11526,37.43814892,-122.1604235,262235,####,##########,0.404,0.521,0.488,0.419,0.212
Fri Jan 31 23:35:39 +0000 2020,31484,11527,37.4460212,-122.161322,167470,#####,############,0.557,0.411,0.428,0.398,0.41
Fri Jan 31 23:33:51 +0000 2020,10893,11528,37.44735965,-122.1603056,25918,#####,##########,0.495,0.463,0.387,0.391,0.282
Fri Jan 31 23:50:10 +0000 2020,55785,11529,37.44483947,-122.1614242,9175,#####,##########,0.422,0.502,0.456,0.463,0.325
Sat Feb 01 00:33:22 +0000 2020,20851,11530,37.44494023,-122.1715522,395584,######,##########,0.401,0.422,0.543,0.426,0.255
Fri Jan 31 23:50:05 +0000 2020,153472,11531,37.44241885,-122.1723247,45700,######,##########,0.566,0.391,0.377,0.334,0.354
Fri Jan 31 23:50:37 +0000 2020,68770,11532,37.42665798,-122.1846697,279901,#####,#####################,0.468,0.378,0.53,0.422,0.294
Sat Feb 01 00:27:18 +0000 2020,997,11533,37.42545764,-122.1930148,48566,####,######################,0.455,0.454,0.537,0.408,0.315
Sat Feb 01 00:41:18 +0000 2020,147653,11534,37.42400783,-122.1963976,152537,#####,#####################,0.507,0.461,0.552,0.414,0.402
Fri Jan 31 23:39:59 +0000 2020,69071,11535,37.4217298,-122.1993087,529549,####,######################,0.369,0.488,0.478,0.495,0.176
Fri Jan 31 23:41:38 +0000 2020,102054,11536,37.42135013,-122.2051942,681635,######,##########,0.48,0.301,0.312,0.358,0.303
Sat Feb 01 00:31:22 +0000 2020,139169,11537,37.42137488,-122.205461,462622,#####,###########,0.43,0.439,0.508,0.403,0.199
Sat Feb 01 00:16:59 +0000 2020,37494,11538,37.42112089,-122.2105417,218850,#####,#####################,0.414,0.334,0.362,0.432,0.196
Sat Feb 01 00:40:44 +0000 2020,51823,11539,37.42048598,-122.2112754,49555,#####,##########,0.456,0.456,0.57,0.441,0.26
Sat Feb 01 00:15:24 +0000 2020,117616,11540,37.41948403,-122.2148538,96776,#####,##########,0.558,0.304,0.438,0.364,0.364
Sat Feb 01 00:43:31 +0000 2020,100818,11541,37.55528998,-122.3802423,326502,#####,##########,0.522,0.416,0.531,0.42,0.328
Fri Jan 31 23:39:03 +0000 2020,150032,11542,37.58894343,-122.4131374,22528,######,###########,0.553,0.351,0.377,0.374,0.394
Fri Jan 31 23:46:29 +0000 2020,59893,11543,37.6833444,-122.4732616,269882,#####,#####################,0.441,0.464,0.532,0.404,0.266
Sat Feb 01 00:00:59 +0000 2020,82962,11544,37.68040205,-122.4799785,54622,#####,##########,0.412,0.472,0.499,0.419,0.236
Sat Feb 01 00:25:14 +0000 2020,34102,11545,37.67901963,-122.4839088,691869,####,##########,0.436,0.491,0.472,0.401,0.237
Sat Feb 01 00:29:09 +0000 2020,12408,11546,37.68276628,-122.4877574,304063,#####,############,0.333,0.473,0.562,0.532,0.196
Sat Feb 01 00:29:02 +0000 2020,35782,11547,37.68169998,-122.4877524,10029,######,#####################,0.413,0.528,0.526,0.475,0.238
Sat Feb 01 00:24:15 +0000 2020,136860,11548,37.6821477,-122.4874218,293974,#####,###########,0.64,0.33,0.364,0.292,0.502
Sat Feb 01 00:31:25 +0000 2020,143185,11549,37.58894343,-122.4131374,22528,######,#########,0.435,0.424,0.461,0.448,0.299
Fri Jan 31 23:40:09 +0000 2020,97949,11550,37.53145037,-122.3589206,523976,#####,##########,0.518,0.386,0.596,0.41,0.349
Sat Feb 01 00:31:25 +0000 2020,21666,11551,37.4287252,-122.1433018,79958,#####,##########,0.472,0.47,0.542,0.42,0.306
Sat Feb 01 00:21:40 +0000 2020,5669,11552,37.4256643,-122.1461067,158280,#####,##########,0.488,0.372,0.343,0.454,0.301
Fri Jan 31 23:40:21 +0000 2020,3253,11553,37.42510007,-122.1456634,156361,######,##########,0.386,0.45,0.515,0.453,0.174
Fri Jan 31 23:43:19 +0000 2020,34930,11554,37.42522822,-122.1458828,33210,#####,#####################,0.491,0.401,0.456,0.368,0.326
Sat Feb 01 00:17:00 +0000 2020,10972,11555,37.42494574,-122.1468544,452682,######,##########,0.491,0.383,0.432,0.4,0.301
Sat Feb 01 00:12:47 +0000 2020,35632,11556,37.42036724,-122.1500605,408906,######,##########,0.509,0.382,0.314,0.346,0.325
Sat Feb 01 00:44:19 +0000 2020,18155,11557,37.41640936,-122.1477407,217545,#####,##########,0.467,0.451,0.53,0.443,0.311
Fri Jan 31 23:50:11 +0000 2020,62616,11558,37.41612483,-122.1491576,64128,######,###########,0.454,0.435,0.501,0.447,0.246
Fri Jan 31 23:09:16 +0000 2020,83990,11559,37.70434415,-122.4755179,35809,######,##########,0.371,0.503,0.461,0.433,0.189
Fri Jan 31 22:55:35 +0000 2020,70871,11560,37.69739322,-122.4844519,584321,#####,##########,0.346,0.562,0.483,0.47,0.182
Fri Jan 31 22:40:45 +0000 2020,74300,11561,37.69566292,-122.4913794,633032,#####,##########,0.48,0.379,0.363,0.393,0.275
Fri Jan 31 22:45:21 +0000 2020,25385,11562,37.42116553,-122.2146568,335014,#####,############,0.492,0.399,0.533,0.441,0.303
Fri Jan 31 23:10:38 +0000 2020,40122,11563,37.42048598,-122.2112754,49555,#####,#####################,0.492,0.417,0.493,0.455,0.228
Fri Jan 31 22:55:04 +0000 2020,34624,11564,37.42081442,-122.2093815,156800,######,##########,0.462,0.42,0.552,0.4,0.306
Fri Jan 31 23:12:27 +0000 2020,514,11565,37.4220999,-122.206099,74874,#####,###########,0.496,0.438,0.476,0.369,0.315
Fri Jan 31 22:45:04 +0000 2020,63795,11566,37.4213352,-122.2050373,63790,#####,###########,0.525,0.362,0.564,0.419,0.34
Fri Jan 31 23:25:02 +0000 2020,7752,11567,37.42200732,-122.2024342,38822,#####,######################,0.568,0.304,0.276,0.305,0.344
Fri Jan 31 23:09:23 +0000 2020,14986,11568,37.42400783,-122.1963976,152537,#####,####################,0.413,0.448,0.609,0.479,0.212
Fri Jan 31 23:03:45 +0000 2020,49298,11569,37.42413282,-122.1963358,10176,#####,#########,0.58,0.314,0.44,0.291,0.387
Fri Jan 31 23:09:39 +0000 2020,21361,11570,37.42320743,-122.1819518,89826,######,############,0.424,0.487,0.604,0.506,0.31
Fri Jan 31 23:20:26 +0000 2020,12437,11571,37.41731224,-122.1743734,195449,######,##########,0.524,0.462,0.44,0.358,0.443
Fri Jan 31 23:25:15 +0000 2020,145782,11572,37.42697515,-122.144245,36040,######,###########,0.559,0.338,0.408,0.363,0.442
Fri Jan 31 23:20:24 +0000 2020,19960,11573,37.42525682,-122.1455227,34314,######,#####################,0.458,0.45,0.538,0.44,0.271
Fri Jan 31 23:02:39 +0000 2020,92729,11574,37.42036724,-122.1500605,408906,######,##########,0.549,0.393,0.426,0.384,0.375
Fri Jan 31 23:13:11 +0000 2020,95952,11575,37.41626698,-122.1514123,607628,#####,##########,0.454,0.374,0.614,0.43,0.267
Fri Jan 31 23:04:10 +0000 2020,91473,11576,37.41640936,-122.1477407,217545,#####,###########,0.309,0.501,0.561,0.489,0.187
Fri Jan 31 23:16:32 +0000 2020,15222,11577,37.42156865,-122.1487574,529796,######,######################,0.497,0.387,0.476,0.438,0.318
Fri Jan 31 23:26:18 +0000 2020,5579,11578,37.42522822,-122.1458828,33210,######,##########,0.524,0.371,0.421,0.418,0.321
Fri Jan 31 22:47:18 +0000 2020,10732,11579,37.42838766,-122.1499762,230466,#####,############,0.353,0.4,0.539,0.464,0.19
Fri Jan 31 23:05:37 +0000 2020,79099,11580,37.4343105,-122.1557447,238341,#####,###########,0.412,0.441,0.617,0.467,0.249
Fri Jan 31 22:40:40 +0000 2020,136445,11581,37.43830048,-122.161109,43061,#####,###########,0.47,0.476,0.42,0.411,0.283
Fri Jan 31 23:20:25 +0000 2020,74592,11582,37.43954812,-122.1618104,108367,######,####################,0.264,0.541,0.569,0.575,0.139
Fri Jan 31 23:30:00 +0000 2020,75794,11583,37.44049651,-122.1637299,135407,#####,###########,0.43,0.439,0.567,0.439,0.242
Fri Jan 31 22:50:09 +0000 2020,39747,11584,37.44310658,-122.1657389,90606,######,##########,0.422,0.396,0.591,0.407,0.317
Fri Jan 31 23:20:00 +0000 2020,133357,11585,37.44457304,-122.1696862,191578,######,##########,0.413,0.405,0.5,0.402,0.213
Fri Jan 31 23:02:58 +0000 2020,60496,11586,37.44182157,-122.1732438,321473,#####,###########,0.517,0.37,0.389,0.33,0.297
Fri Jan 31 23:26:32 +0000 2020,142777,11587,37.42665798,-122.1846697,279901,#####,###########,0.43,0.44,0.566,0.439,0.242
Fri Jan 31 22:53:37 +0000 2020,46096,11588,37.70107834,-122.4832867,107484,#####,############,0.424,0.439,0.557,0.442,0.279
